,recency_days,frequency,total_amount
42203,1850.0,1.0,37.61
42204,2163.0,1.0,82.98
42205,2392.0,1.0,42.77
42206,1853.0,1.0,39.61
42207,1766.0,1.0,203.91
42208,2052.0,1.0,1069.5
42209,1873.0,1.0,84.32
42210,1810.0,1.0,40.96
42211,2119.0,1.0,44.24
42212,1957.0,1.0,212.02
42213,2124.0,1.0,627.02
42214,1764.0,1.0,26.27
42215,1854.0,1.0,56.39
42216,1733.0,1.0,55.36
42217,1805.0,1.0,110.67
42218,2168.0,1.0,236.28
42219,2067.0,1.0,41.81
42220,2012.0,1.0,173.84
42221,2047.0,1.0,28.01
42222,1772.0,1.0,137.93
42223,1722.0,1.0,196.17
42224,2121.0,1.0,33.85
42225,1818.0,1.0,163.89
42226,1889.0,1.0,335.47
42227,1818.0,1.0,56.39
42228,1975.0,1.0,28.75
42229,1951.0,1.0,1035.55
42230,2096.0,1.0,61.05
42231,1958.0,1.0,64.1
42232,2068.0,1.0,133.96
42233,1964.0,1.0,28.0
42234,1742.0,1.0,69.17
42235,1799.0,1.0,168.08
42236,1896.0,1.0,184.92
42237,2191.0,1.0,37.86
42238,1854.0,1.0,42.27
42239,1771.0,1.0,907.86
42240,1882.0,1.0,39.59
42241,1961.0,1.0,1223.06
42242,1881.0,1.0,33.99
42243,1809.0,1.0,93.91
42244,1993.0,1.0,73.34
42245,1942.0,1.0,70.23
42246,2152.0,1.0,146.58
42247,2122.0,1.0,195.6
42248,2232.0,1.0,309.77
42249,1927.0,1.0,63.05
42250,1791.0,1.0,178.2
42251,2157.0,1.0,201.05
42252,1933.0,1.0,35.69
42253,1832.0,1.0,20.38
42254,2117.0,1.0,282.43
42255,2197.0,1.0,101.14
42256,2167.0,1.0,963.51
42257,1776.0,1.0,695.2
42258,2079.0,1.0,73.34
42259,1825.0,1.0,40.13
42260,1871.0,1.0,188.51
42261,1860.0,1.0,59.61
42262,1946.0,1.0,54.0
42263,1917.0,1.0,381.24
42264,1832.0,1.0,214.48
42265,2105.0,1.0,94.3
42266,1745.0,1.0,29099.52
42267,1881.0,1.0,47.62
42268,1921.0,1.0,32.38
42269,1786.0,1.0,114.57
42270,2014.0,1.0,172.66
42271,1832.0,1.0,27.290000000000003
42272,2174.0,1.0,175.88
42273,1794.0,1.0,316.98
42274,2210.0,1.0,86.92
42275,2260.0,1.0,56.46
42276,1963.0,1.0,618.88
42277,2055.0,1.0,76.88
42278,1817.0,1.0,77.97
42279,2015.0,1.0,54.75
42280,2239.0,1.0,105.73
42281,2126.0,1.0,66.59
42282,2017.0,1.0,368.92
42283,1761.0,1.0,223.48
42284,1996.0,1.0,39.1
42285,2220.0,1.0,79.39
42286,2069.0,1.0,304.95
42287,1972.0,1.0,437.6
42288,1962.0,1.0,235.0
42289,2023.0,1.0,73.13
42290,1857.0,1.0,208.96
42291,2110.0,1.0,134.83
42292,1815.0,1.0,138.62
42293,2019.0,1.0,71.14
42294,2014.0,1.0,459.81
42295,2102.0,1.0,124.97
42296,2171.0,1.0,52.68
42297,1721.0,1.0,64.51
42298,2121.0,1.0,85.14
42299,2294.0,1.0,131.35
42300,1762.0,1.0,41.84
42301,1808.0,1.0,39.87
42302,1849.0,1.0,190.0
42303,2108.0,1.0,226.22
42304,2125.0,1.0,168.29
42305,2052.0,1.0,83.9
42306,2211.0,1.0,930.57
42307,2068.0,1.0,128.31
42308,1978.0,1.0,94.53
42309,1863.0,1.0,99.43
42310,1739.0,1.0,182.85
42311,1740.0,1.0,93.54
42312,2064.0,1.0,172.52
42313,1877.0,1.0,44.38
42314,1883.0,1.0,61.6
42315,2026.0,1.0,60.05
42316,2084.0,1.0,178.34
42317,1752.0,1.0,37.58
42318,1706.0,1.0,70.07
42319,1858.0,1.0,46.26
42320,1714.0,1.0,208.42
42321,1933.0,1.0,129.91
42322,1965.0,1.0,35.0
42323,1999.0,1.0,131.61
42324,1994.0,1.0,267.12
42325,1745.0,1.0,200.33
42326,2073.0,1.0,56.41
42327,1748.0,1.0,503.0
42328,1972.0,1.0,88.72
42329,1983.0,1.0,93.48
42330,1805.0,1.0,139.16
42331,2250.0,1.0,54.42
42332,2148.0,1.0,28.59
42333,2066.0,1.0,270.36
42334,2267.0,1.0,327.77
42335,1995.0,1.0,43.78
42336,1937.0,1.0,188.5
42337,2163.0,1.0,88.08
42338,1738.0,1.0,74.26
42339,1952.0,1.0,62.79
42340,1922.0,1.0,55.63
42341,1825.0,1.0,210.21
42342,1811.0,1.0,52.05
42343,2128.0,1.0,53.01
42344,2271.0,1.0,317.2
42345,1839.0,1.0,95.99
42346,2112.0,1.0,237.07
42347,1890.0,1.0,18.77
42348,1795.0,1.0,55.22
42349,2013.0,1.0,230.65
42350,2174.0,1.0,33.84
42351,2038.0,1.0,206.08
42352,1709.0,1.0,19.89
42353,2194.0,1.0,484.55
42354,2091.0,1.0,24.9
42355,2158.0,1.0,281.04
42356,2067.0,1.0,155.82000000000002
42357,1836.0,1.0,216.18
42358,1763.0,1.0,153.31
42359,1745.0,1.0,164.12
42360,1867.0,1.0,121.39
42361,1841.0,1.0,152.72
42362,1877.0,1.0,289.84
42363,2166.0,1.0,223.78
42364,2267.0,1.0,54.42
42365,2028.0,1.0,82.36
42366,1805.0,1.0,41.32
42367,2027.0,1.0,80.11
42368,1905.0,1.0,95.3
42369,2265.0,1.0,51.42
42370,1817.0,1.0,87.94
42371,2072.0,1.0,210.47
42372,1755.0,1.0,70.89
42373,1984.0,1.0,49.72
42374,2059.0,1.0,69.59
42375,1956.0,1.0,118.26
42376,2031.0,1.0,44.0
42377,1869.0,1.0,867.06
42378,1817.0,1.0,94.67
42379,2019.0,1.0,1026.78
42380,1800.0,1.0,39.23
42381,1786.0,1.0,31.69
42382,1927.0,1.0,63.01
42383,1914.0,1.0,74.05
42384,2058.0,1.0,85.83
42385,1789.0,1.0,342.17
42386,2226.0,1.0,127.72
42387,2025.0,1.0,1015.18
42388,1908.0,1.0,58.53
42389,1988.0,1.0,324.0
42390,1930.0,1.0,143.1
42391,2051.0,1.0,73.47
42392,1783.0,1.0,58.22
42393,1961.0,1.0,189.62
42394,2144.0,1.0,558.66
42395,1742.0,1.0,26.39
42396,1837.0,3.0,297.96000000000004
42397,1899.0,1.0,6716.48
42398,1825.0,1.0,347.28
42399,1988.0,1.0,60.1
42400,2238.0,1.0,94.32
42401,1815.0,1.0,57.54
42402,1806.0,1.0,199.12
42403,1829.0,1.0,53.9
42404,2216.0,1.0,80.95
42405,1761.0,1.0,87.63
42406,1739.0,1.0,135.62
42407,1817.0,1.0,53.9
42408,2023.0,1.0,51.01
42409,2031.0,1.0,164.81
42410,1719.0,1.0,174.19
42411,1807.0,1.0,147.99
42412,1770.0,1.0,47.41
42413,1971.0,1.0,670.77
42414,1707.0,1.0,58.66
42415,1726.0,1.0,52.26
42416,1884.0,1.0,165.81
42417,1833.0,1.0,69.77
42418,1921.0,1.0,320.53
42419,1865.0,1.0,149.63
42420,1944.0,1.0,745.04
42421,2084.0,1.0,58.37
42422,1977.0,1.0,342.02
42423,1967.0,1.0,118.93
42424,2004.0,1.0,637.65
42425,1925.0,1.0,271.63
42426,1959.0,1.0,50.59
42427,1914.0,1.0,856.76
42428,2144.0,1.0,346.88
42429,1870.0,1.0,95.31
42430,1848.0,1.0,121.14
42431,1970.0,1.0,45.11
42432,2096.0,1.0,134.01
42433,1764.0,1.0,128.04
42434,1972.0,1.0,66.1
42435,1776.0,1.0,168.14
42436,2050.0,1.0,212.4
42437,1725.0,1.0,158.07
42438,1738.0,1.0,54.25
42439,1781.0,1.0,135.62
42440,2186.0,1.0,312.25
42441,1777.0,1.0,113.42
42442,1993.0,1.0,37.27
42443,2009.0,1.0,279.29
42444,1937.0,1.0,174.4
42445,1910.0,1.0,46.05
42446,2058.0,1.0,132.24
42447,2090.0,1.0,65.53
42448,2115.0,1.0,54.82
42449,2113.0,1.0,173.23
42450,1887.0,1.0,65.1
42451,1786.0,2.0,99.58
42452,1895.0,1.0,105.28
42453,2026.0,1.0,105.24
42454,1717.0,1.0,193.64
42455,2076.0,1.0,168.29
42456,1978.0,1.0,42.5
42457,2175.0,1.0,155.15
42458,2148.0,1.0,65.0
42459,1999.0,1.0,1485.31
42460,1825.0,1.0,130.27
42461,1884.0,1.0,35.0
42462,2391.0,1.0,74.15
42463,2195.0,1.0,215.07
42464,1904.0,1.0,109.89
42465,2004.0,2.0,558.3399999999999
42466,1977.0,1.0,168.36
42467,1778.0,1.0,21.84
42468,2096.0,1.0,125.47
42469,1804.0,1.0,173.88
42470,2191.0,1.0,67.83
42471,2064.0,1.0,269.53
42472,2088.0,1.0,53.09
42473,2215.0,1.0,147.07
42474,2111.0,1.0,1598.3100000000002
42475,1705.0,1.0,40.38
42476,2161.0,1.0,60.01
42477,2252.0,1.0,32.72
42478,1750.0,1.0,190.22
42479,1743.0,1.0,126.9
42480,1709.0,1.0,40.15
42481,1907.0,1.0,59.09
42482,1841.0,1.0,251.17
42483,2106.0,1.0,50.5
42484,1883.0,1.0,40.79
42485,1709.0,1.0,25.23
42486,1778.0,1.0,33.22
42487,2029.0,1.0,133.05
42488,1820.0,1.0,68.64
42489,1866.0,1.0,324.7
42490,1972.0,1.0,165.7
42491,1819.0,1.0,122.62
42492,2247.0,1.0,76.02
42493,1963.0,1.0,22.03
42494,1776.0,1.0,70.49
42495,1967.0,1.0,19.77
42496,1711.0,1.0,51.17
42497,1731.0,1.0,157.3
42498,1752.0,1.0,42.86
42499,1867.0,1.0,151.16
42500,2229.0,1.0,147.52
42501,2256.0,1.0,85.42
42502,1893.0,1.0,39.84
42503,1781.0,1.0,50.61
42504,2061.0,1.0,73.34
42505,2068.0,1.0,43.1
42506,1835.0,1.0,217.09
42507,2021.0,1.0,248.82
42508,2094.0,1.0,38.3
42509,1751.0,1.0,92.79
42510,1782.0,1.0,100.12
42511,1974.0,1.0,144.01
42512,1780.0,1.0,57.29
42513,2036.0,1.0,39.5
42514,2173.0,1.0,36.77
42515,1839.0,1.0,76.7
42516,1824.0,1.0,225.35
42517,2119.0,1.0,185.94
42518,1869.0,1.0,179.56
42519,1848.0,1.0,376.39
42520,2126.0,1.0,26.77
42521,1719.0,1.0,222.46
42522,1991.0,1.0,135.48
42523,1895.0,1.0,74.07
42524,2058.0,1.0,137.2
42525,1950.0,1.0,39.09
42526,1821.0,2.0,747.2
42527,2186.0,1.0,65.4
42528,1712.0,1.0,102.11
42529,1898.0,1.0,67.98
42530,2053.0,1.0,62.01
42531,2100.0,1.0,63.6
42532,2050.0,1.0,100.95
42533,1812.0,1.0,58.13
42534,1767.0,1.0,41.28
42535,1928.0,1.0,77.09
42536,1919.0,1.0,137.37
42537,1737.0,1.0,187.15
42538,2091.0,1.0,197.9
42539,1864.0,1.0,160.22
42540,1995.0,1.0,163.65
42541,1878.0,1.0,48.05
42542,1800.0,1.0,47.29
42543,1926.0,2.0,405.36
42544,1842.0,2.0,149.26
42545,2192.0,1.0,275.23
42546,1901.0,1.0,33.4
42547,1707.0,1.0,60.05
42548,1968.0,1.0,56.77
42549,1853.0,1.0,170.55
42550,2050.0,1.0,322.89
42551,1778.0,1.0,174.13
42552,1813.0,1.0,223.76
42553,1947.0,1.0,217.83
42554,1888.0,1.0,408.12
42555,2172.0,1.0,252.86
42556,2084.0,2.0,998.04
42557,1863.0,1.0,179.36
42558,1920.0,1.0,175.08
42559,2112.0,1.0,37.75
42560,1821.0,1.0,70.53
42561,1914.0,1.0,172.84
42562,2190.0,1.0,182.94
42563,1840.0,1.0,32.06
42564,1988.0,1.0,364.4
42565,1916.0,1.0,127.45
42566,2263.0,1.0,176.23
42567,1818.0,1.0,128.85
42568,1903.0,1.0,31.38
42569,2092.0,1.0,29.09
42570,1765.0,1.0,75.58
42571,1751.0,1.0,32.42
42572,2144.0,1.0,95.02
42573,2127.0,1.0,88.74
42574,1878.0,1.0,88.06
42575,1954.0,1.0,161.54
42576,1985.0,1.0,136.28
42577,1725.0,1.0,55.38
42578,1836.0,1.0,37.61
42579,1832.0,1.0,110.0
42580,2009.0,1.0,48.84
42581,1751.0,1.0,47.1
42582,1770.0,1.0,154.13
42583,1716.0,1.0,48.11
42584,2151.0,1.0,169.04
42585,2105.0,2.0,93.55
42586,2059.0,1.0,214.96
42587,2030.0,1.0,171.85
42588,2048.0,1.0,257.79
42589,2187.0,1.0,40.84
42590,2053.0,1.0,266.49
42591,1872.0,1.0,777.73
42592,1951.0,1.0,20.03
42593,1766.0,1.0,182.79
42594,1978.0,1.0,296.19
42595,1953.0,1.0,51.05
42596,1720.0,1.0,49.39
42597,1928.0,1.0,352.55
42598,1888.0,1.0,215.14
42599,1757.0,1.0,79.53
42600,1925.0,1.0,24.1
42601,1714.0,1.0,265.96
42602,2148.0,1.0,75.07
42603,1887.0,1.0,64.1
42604,2091.0,1.0,55.0
42605,1852.0,1.0,494.37000000000006
42606,2022.0,1.0,742.92
42607,1851.0,1.0,329.58
42608,1980.0,1.0,43.9
42609,1813.0,1.0,99.9
42610,1776.0,1.0,193.42
42611,1828.0,1.0,84.36
42612,1719.0,1.0,311.91
42613,2070.0,1.0,71.79
42614,2001.0,1.0,228.67
42615,1711.0,1.0,60.6
42616,1723.0,1.0,25.29
42617,1701.0,1.0,35.42
42618,1962.0,1.0,81.42
42619,1703.0,1.0,827.16
42620,1859.0,1.0,69.23
42621,1866.0,1.0,501.79
42622,1700.0,1.0,67.58
42623,1719.0,1.0,69.69
42624,1786.0,1.0,124.13
42625,1868.0,1.0,841.99
42626,1724.0,1.0,225.6
42627,1936.0,1.0,72.64
42628,1973.0,1.0,129.78
42629,1826.0,1.0,3798.75
42630,1739.0,1.0,224.57
42631,1901.0,1.0,215.11
42632,1849.0,1.0,334.68
42633,1842.0,1.0,105.68
42634,1995.0,1.0,108.77
42635,2022.0,1.0,257.92
42636,2147.0,1.0,80.81
42637,1825.0,1.0,45.32
42638,1805.0,1.0,58.69
42639,1779.0,1.0,91.01
42640,2076.0,1.0,99.7
42641,2007.0,1.0,106.29
42642,2084.0,1.0,86.15
42643,1979.0,1.0,106.89
42644,1950.0,1.0,134.35
42645,1994.0,1.0,54.39
42646,1945.0,1.0,63.1
42647,2270.0,1.0,70.17
42648,1902.0,1.0,117.76
42649,1726.0,1.0,102.53
42650,1990.0,1.0,103.55
42651,2058.0,1.0,34.0
42652,2149.0,1.0,696.08
42653,1758.0,1.0,14.29
42654,1945.0,1.0,2853.14
42655,1706.0,1.0,103.93
42656,1918.0,1.0,1632.48
42657,2118.0,1.0,127.92
42658,1988.0,1.0,19.77
42659,1953.0,1.0,167.81
42660,1958.0,1.0,97.6
42661,1848.0,1.0,41.72
42662,2089.0,1.0,44.09
42663,1723.0,1.0,27.79
42664,2191.0,1.0,340.76
42665,2010.0,1.0,88.61
42666,1985.0,1.0,132.05
42667,1799.0,1.0,169.12
42668,1775.0,1.0,170.68
42669,2084.0,1.0,65.11
42670,1845.0,1.0,76.35
42671,1863.0,1.0,87.81
42672,2058.0,1.0,54.62
42673,1835.0,1.0,63.23
42674,2119.0,1.0,157.32
42675,1962.0,1.0,268.13
42676,1779.0,1.0,58.71
42677,1971.0,1.0,54.3
42678,2021.0,1.0,191.93
42679,1983.0,1.0,105.28
42680,1893.0,1.0,757.48
42681,2023.0,1.0,139.98
42682,1773.0,1.0,254.9
42683,1980.0,1.0,41.2
42684,1978.0,1.0,56.78
42685,2013.0,1.0,142.92
42686,2064.0,1.0,473.15
42687,1722.0,1.0,97.88
42688,2189.0,1.0,69.16
42689,1901.0,1.0,175.04
42690,1812.0,1.0,58.13
42691,1972.0,1.0,53.79
42692,2197.0,1.0,79.61
42693,2067.0,1.0,174.86
42694,1938.0,1.0,45.0
42695,1840.0,1.0,58.23
42696,2239.0,1.0,112.4
42697,1973.0,1.0,33.0
42698,1714.0,1.0,24.88
42699,1720.0,1.0,59.52
42700,1919.0,1.0,112.92
42701,1993.0,1.0,497.16
42702,1957.0,1.0,37.77
42703,1841.0,1.0,702.92
42704,1731.0,1.0,173.24
42705,1927.0,1.0,109.59
42706,1871.0,1.0,35.1
42707,1952.0,1.0,76.95
42708,1986.0,1.0,29.6
42709,2166.0,1.0,486.3
42710,1935.0,1.0,204.04
42711,1798.0,1.0,22.38
42712,1772.0,1.0,92.04
42713,2028.0,1.0,181.55
42714,1928.0,1.0,154.67
42715,1932.0,1.0,162.55
42716,2098.0,1.0,51.5
42717,1965.0,1.0,60.0
42718,1885.0,1.0,111.89
42719,1722.0,1.0,616.72
42720,1735.0,2.0,170.51
42721,2091.0,3.0,159.57
42722,2078.0,1.0,17.22
42723,2020.0,1.0,51.69
42724,1968.0,1.0,152.48
42725,1982.0,1.0,1012.04
42726,1813.0,1.0,59.22
42727,1978.0,1.0,45.79
42728,1762.0,1.0,67.38
42729,1779.0,1.0,69.85
42730,2108.0,1.0,96.35
42731,1720.0,1.0,237.46
42732,2100.0,2.0,320.04
42733,1871.0,1.0,374.37
42734,1977.0,1.0,34.99
42735,1807.0,1.0,137.85
42736,2054.0,1.0,73.13
42737,2100.0,1.0,168.2
42738,1866.0,1.0,218.07
42739,2071.0,1.0,78.27
42740,2017.0,1.0,96.8
42741,1933.0,1.0,1289.5
42742,1714.0,1.0,112.06
42743,2086.0,1.0,618.9300000000001
42744,1967.0,1.0,29.75
42745,2154.0,1.0,103.36
42746,1849.0,1.0,35.38
42747,1797.0,1.0,114.25
42748,1981.0,1.0,72.53
42749,1761.0,1.0,318.04
42750,1714.0,1.0,259.01
42751,1783.0,1.0,65.87
42752,1953.0,1.0,299.33
42753,2030.0,1.0,41.38
42754,2010.0,1.0,159.21
42755,1777.0,1.0,118.35
42756,1765.0,1.0,74.51
42757,1726.0,1.0,134.81
42758,1985.0,1.0,76.78
42759,1754.0,1.0,203.23
42760,1774.0,1.0,53.42
42761,1805.0,1.0,58.16
42762,1771.0,2.0,363.69000000000005
42763,1826.0,1.0,246.49
42764,1805.0,1.0,38.13
42765,2251.0,1.0,188.38
42766,2048.0,1.0,227.71
42767,1860.0,1.0,84.38
42768,1859.0,1.0,57.38
42769,2004.0,1.0,165.6
42770,1820.0,1.0,20.29
42771,1928.0,1.0,960.16
42772,1845.0,1.0,212.98
42773,1998.0,1.0,160.57
42774,1746.0,1.0,566.09
42775,1891.0,1.0,772.3799999999998
42776,1985.0,1.0,35.77
42777,1891.0,1.0,186.27
42778,1975.0,1.0,28.0
42779,1861.0,1.0,184.03
42780,2196.0,1.0,115.02
42781,2018.0,1.0,1038.36
42782,1931.0,1.0,103.07
42783,1966.0,1.0,55.0
42784,1927.0,1.0,102.26
42785,1896.0,1.0,77.66
42786,1723.0,1.0,72.06
42787,1968.0,1.0,69.12
42788,1764.0,1.0,171.22
42789,2055.0,1.0,364.64
42790,1724.0,1.0,95.13
42791,1830.0,1.0,352.16
42792,1709.0,1.0,99.57
42793,1816.0,1.0,29.33
42794,2130.0,1.0,150.61
42795,1761.0,1.0,79.51
42796,1856.0,1.0,117.01
42797,2044.0,1.0,120.09
42798,1892.0,1.0,335.24
42799,1955.0,1.0,180.71
42800,1842.0,1.0,145.75
42801,1834.0,1.0,77.89
42802,1994.0,1.0,43.58
42803,1757.0,1.0,54.0
42804,1931.0,1.0,87.34
42805,1975.0,1.0,310.2
42806,1852.0,1.0,313.53
42807,1735.0,1.0,249.54
42808,1977.0,1.0,117.94
42809,1724.0,1.0,128.78
42810,2221.0,1.0,194.17
42811,1910.0,1.0,27.68
42812,1979.0,1.0,148.04
42813,1720.0,1.0,29.98
42814,1841.0,2.0,1210.45
42815,1978.0,1.0,180.04
42816,1870.0,1.0,1804.05
42817,2209.0,1.0,309.12
42818,1977.0,1.0,35.09
42819,1732.0,1.0,133.04
42820,2079.0,1.0,135.87
42821,1811.0,1.0,101.5
42822,1973.0,1.0,280.2
42823,1970.0,1.0,70.83
42824,1904.0,1.0,426.07
42825,1958.0,1.0,79.17
42826,1727.0,1.0,105.67
42827,1811.0,1.0,139.01
42828,2102.0,1.0,121.09
42829,2208.0,1.0,137.27
42830,2166.0,1.0,50.14
42831,1738.0,1.0,89.16
42832,1882.0,1.0,201.84
42833,1855.0,1.0,59.13
42834,1870.0,1.0,151.61
42835,1776.0,1.0,108.42
42836,2055.0,1.0,52.68
42837,1758.0,1.0,120.31
42838,2055.0,1.0,43.62
42839,1956.0,1.0,299.76
42840,2025.0,1.0,142.1
42841,1981.0,1.0,128.5
42842,2066.0,1.0,98.79
42843,1772.0,1.0,128.53
42844,1971.0,1.0,240.4
42845,2063.0,1.0,108.19
42846,1967.0,1.0,189.35
42847,2008.0,1.0,91.35
42848,1737.0,1.0,60.63
42849,1823.0,1.0,41.95
42850,1851.0,1.0,173.25
42851,1809.0,1.0,89.61
42852,1773.0,1.0,46.3
42853,2063.0,1.0,647.54
42854,2094.0,1.0,55.0
42855,1734.0,1.0,108.33
42856,2209.0,1.0,129.98
42857,2073.0,1.0,242.36
42858,2081.0,1.0,693.06
42859,1760.0,1.0,118.65
42860,1841.0,1.0,134.21
42861,1923.0,1.0,113.34
42862,2243.0,1.0,1409.12
42863,1980.0,1.0,739.74
42864,1832.0,1.0,97.54
42865,2163.0,1.0,85.14
42866,1965.0,1.0,107.4
42867,1813.0,2.0,251.1
42868,2090.0,1.0,839.4
42869,1805.0,1.0,72.76
42870,1840.0,1.0,46.95
42871,1725.0,1.0,181.14
42872,1818.0,1.0,64.5
42873,1886.0,1.0,28.09
42874,1975.0,1.0,63.1
42875,1966.0,1.0,369.92
42876,1779.0,1.0,149.89
42877,2079.0,1.0,35.0
42878,1866.0,1.0,43.63
42879,2161.0,1.0,101.12
42880,1861.0,1.0,74.18
42881,1901.0,1.0,497.1
42882,2163.0,1.0,242.8
42883,2171.0,1.0,81.61
42884,2099.0,1.0,30.1
42885,1955.0,1.0,49.44
42886,1808.0,1.0,140.76
42887,1845.0,1.0,88.86
42888,2162.0,1.0,178.56
42889,1955.0,1.0,96.12
42890,1914.0,1.0,174.04
42891,2010.0,1.0,37.0
42892,1785.0,1.0,75.27
42893,2153.0,1.0,54.79
42894,2115.0,1.0,32.1
42895,2001.0,1.0,186.34
42896,1992.0,1.0,36.24
42897,2006.0,1.0,425.52
42898,1791.0,1.0,1458.51
42899,1975.0,1.0,27.68
42900,1788.0,1.0,26.29
42901,1892.0,1.0,231.14
42902,1845.0,1.0,121.68
42903,1892.0,1.0,725.99
42904,2169.0,1.0,98.62
42905,2057.0,1.0,133.46
42906,1846.0,1.0,49.13
42907,1974.0,1.0,190.37
42908,1727.0,1.0,162.81
42909,1842.0,1.0,55.31
42910,1707.0,1.0,66.61
42911,1817.0,1.0,48.87
42912,1857.0,1.0,37.61
42913,2035.0,1.0,150.14
42914,1780.0,1.0,29.83
42915,2264.0,1.0,73.13
42916,2003.0,1.0,68.01
42917,2119.0,1.0,68.39
42918,1735.0,1.0,195.47
42919,1777.0,1.0,43.41
42920,1957.0,1.0,65.01
42921,2035.0,1.0,95.99
42922,1929.0,1.0,40.0
42923,2010.0,1.0,29.75
42924,2073.0,1.0,178.59
42925,2018.0,1.0,41.75
42926,1825.0,1.0,29.82
42927,1933.0,1.0,1433.04
42928,1740.0,1.0,192.03
42929,1729.0,1.0,65.35
42930,2209.0,1.0,2606.01
42931,2049.0,1.0,40.0
42932,1712.0,1.0,42.5
42933,2145.0,1.0,298.2
42934,1883.0,1.0,71.04
42935,1720.0,1.0,979.98
42936,2069.0,1.0,655.32
42937,1792.0,1.0,183.6
42938,2107.0,1.0,1508.9399999999998
42939,1930.0,1.0,95.55
42940,1980.0,1.0,101.74
42941,2049.0,1.0,48.13
42942,1703.0,1.0,154.22
42943,1881.0,1.0,518.25
42944,1720.0,1.0,94.74
42945,1932.0,1.0,149.14
42946,1878.0,1.0,250.61
42947,1957.0,1.0,221.79
42948,1747.0,1.0,550.83
42949,1860.0,1.0,178.8
42950,2157.0,1.0,62.76
42951,2077.0,1.0,91.36
42952,1835.0,1.0,62.28
42953,1838.0,1.0,62.56
42954,1737.0,1.0,32.7
42955,1769.0,1.0,153.1
42956,2071.0,1.0,672.4
42957,1722.0,1.0,197.85
42958,1814.0,1.0,241.15
42959,1818.0,2.0,245.11
42960,1756.0,1.0,414.03
42961,2071.0,1.0,53.37
42962,1722.0,1.0,804.96
42963,1882.0,1.0,89.02
42964,1898.0,2.0,309.1
42965,2111.0,1.0,114.13
42966,1994.0,1.0,78.94
42967,2027.0,1.0,27.68
42968,2098.0,1.0,28.38
42969,1707.0,1.0,77.32
42970,1930.0,1.0,111.02
42971,1735.0,1.0,72.72
42972,1819.0,1.0,37.38
42973,1911.0,1.0,36.75
42974,1804.0,1.0,340.07
42975,1971.0,1.0,107.78
42976,1977.0,1.0,119.48
42977,1769.0,1.0,69.32
42978,1828.0,1.0,57.72
42979,2238.0,1.0,68.62
42980,1982.0,1.0,43.77
42981,1895.0,1.0,117.75
42982,2098.0,1.0,35.0
42983,2049.0,1.0,71.94
42984,1734.0,1.0,170.0
42985,1764.0,1.0,172.12
42986,1812.0,1.0,152.72
42987,2030.0,1.0,73.71
42988,2150.0,1.0,94.3
42989,1709.0,1.0,310.21
42990,2123.0,1.0,180.3
42991,1922.0,1.0,202.83
42992,2044.0,1.0,137.99
42993,1782.0,1.0,54.23
42994,2050.0,1.0,47.62
42995,2189.0,1.0,35.04
42996,1963.0,1.0,47.53
42997,1756.0,1.0,115.82
42998,2130.0,1.0,276.49
42999,1932.0,1.0,690.68
43000,1977.0,1.0,259.59
43001,2146.0,1.0,828.36
43002,1918.0,1.0,319.11
43003,1756.0,1.0,132.49
43004,1967.0,1.0,451.92
43005,1853.0,1.0,168.88
43006,2026.0,1.0,61.75
43007,1912.0,1.0,145.01
43008,1735.0,3.0,994.36
43009,2237.0,1.0,36.89
43010,1932.0,1.0,65.05
43011,1990.0,1.0,104.83
43012,2042.0,1.0,150.3
43013,1708.0,1.0,91.23
43014,2035.0,1.0,24.71
43015,2107.0,1.0,137.08
43016,1839.0,1.0,19.39
43017,1904.0,1.0,64.1
43018,1828.0,1.0,83.75
43019,2029.0,1.0,206.95
43020,1723.0,1.0,36.94
43021,2160.0,1.0,252.2
43022,2015.0,1.0,100.04
43023,1814.0,1.0,122.83
43024,1897.0,1.0,50.63
43025,2100.0,1.0,202.64
43026,1851.0,1.0,220.88
43027,2074.0,1.0,257.04
43028,1790.0,1.0,12.39
43029,2118.0,1.0,361.27
43030,1895.0,1.0,60.1
43031,1918.0,1.0,61.77
43032,1876.0,1.0,194.11
43033,2032.0,1.0,150.87
43034,1920.0,1.0,28.18
43035,1855.0,1.0,111.66
43036,1943.0,1.0,250.4
43037,1883.0,2.0,217.41
43038,2162.0,1.0,213.11
43039,2051.0,1.0,58.67
43040,1737.0,1.0,443.77
43041,1831.0,1.0,67.88
43042,2067.0,1.0,381.98
43043,2039.0,1.0,157.45
43044,1918.0,1.0,155.22
43045,1954.0,1.0,76.66
43046,1804.0,1.0,103.47
43047,2231.0,1.0,304.94
43048,2093.0,1.0,71.14
43049,1818.0,1.0,133.16
43050,2170.0,1.0,66.69
43051,1977.0,1.0,170.28
43052,1910.0,1.0,51.09
43053,1938.0,1.0,243.56
43054,1839.0,1.0,408.66
43055,2389.0,1.0,102.69
43056,1865.0,1.0,71.85
43057,1928.0,1.0,220.0
43058,1979.0,1.0,291.37
43059,1848.0,1.0,292.38
43060,1833.0,1.0,265.41
43061,1839.0,1.0,190.94
43062,1811.0,1.0,393.29
43063,2082.0,1.0,64.0
43064,1813.0,1.0,143.38
43065,1805.0,1.0,119.44
43066,1767.0,1.0,48.3
43067,1936.0,1.0,1106.92
43068,1919.0,1.0,104.59
43069,1770.0,1.0,602.88
43070,1806.0,1.0,149.78
43071,1794.0,1.0,77.34
43072,2148.0,1.0,544.0
